_id,PARID,FULL_ADDRESS,PROPERTYHOUSENUM,PROPERTYFRACTION,PROPERTYADDRESSDIR,PROPERTYADDRESSSTREET,PROPERTYADDRESSSUF,PROPERTYADDRESSUNITDESC,PROPERTYUNITNO,PROPERTYCITY,PROPERTYSTATE,PROPERTYZIP,SCHOOLCODE,SCHOOLDESC,MUNICODE,MUNIDESC,RECORDDATE,SALEDATE,PRICE,DEEDBOOK,DEEDPAGE,SALECODE,SALEDESC,INSTRTYP,INSTRTYPDESC,latitude,longitude
3206071,0003M00271000000,"1311 BREED ST, PITTSBURGH, PA 15203",1311, ,,BREED,ST,,,PITTSBURGH,PA,15203,47,Pittsburgh,117,17th Ward - PITTSBURGH,2024-04-03,2024-03-05,353500.0,19626,102.0,9,OTHER INVALID SALES INDICATED,DE,DEED,40.426149,-79.984757,South Side Flats
3206076,0095N00098000000,"9 BRIGGS ST, PITTSBURGH, PA 15234",9, ,,BRIGGS,ST,,,PITTSBURGH,PA,15234,47,Pittsburgh,132,32nd Ward - PITTSBURGH,2024-08-21,2024-03-06,1.0,19775,185.0,3,LOVE AND AFFECTION SALE,CO,CORRECTIVE DEED,40.38501,-79.99726,Overbrook
3206077,0004F00071000000,"317 NATCHEZ ST, PITTSBURGH, PA 15211",317, ,,NATCHEZ,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-04-10,2024-04-02,229000.0,19633,260.0,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.42878,-80.01117,Mount Washington
3206075,0001N00323000000,"139 ULYSSES ST, PITTSBURGH, PA 15211",139, ,,ULYSSES,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-04-04,2024-03-11,1.0,19628,290.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.433743,-80.012031,Mount Washington
3206079,0056B00344000000,"166 HAZELWOOD AVE, PITTSBURGH, PA 15207",166, ,,HAZELWOOD,AVE,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,2024-04-05,2024-03-26,30000.0,19630,22.0,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.41161,-79.941893,Hazelwood
3206086,0080D00335000000,"5316 HOLMES ST, PITTSBURGH, PA 15201",5316, ,,HOLMES,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,2024-04-04,2024-03-28,350000.0,19628,543.0,9,OTHER INVALID SALES INDICATED,DE,DEED,40.48075,-79.94956,Upper Lawrenceville
3206087,0033C00103000000,"36 GRAPE ST, PITTSBURGH, PA 15210",36, ,,GRAPE,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,130,30th Ward - PITTSBURGH,2024-04-04,2024-04-02,143500.0,19628,548.0,0,VALID SALE,DE,DEED,40.413099,-79.989809,Knoxville
3206092,0013G00370000000,"2608 PATTERSON ST, PITTSBURGH, PA 15203",2608, ,,PATTERSON,ST,,,PITTSBURGH,PA,15203,47,Pittsburgh,116,16th Ward - PITTSBURGH,2024-06-25,2024-06-17,162499.0,19716,97.0,99,CORRECTIVE DEED / DUPLICATE SALE,SW,SPECIAL WARRANTY,40.418766,-79.970725,South Side Slopes
3206094,0041B00101000000,"1205 TYNDALL ST, PITTSBURGH, PA 15204",1205, ,,TYNDALL,ST,,,PITTSBURGH,PA,15204,47,Pittsburgh,120,20th Ward - PITTSBURGH,2024-07-03,2024-06-21,194000.0,19725,366.0,0,VALID SALE,DE,DEED,40.45188,-80.06047,Sheraden
3206093,0080G00064000000,"184 49TH ST, PITTSBURGH, PA 15201",184, ,,49TH,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,2024-07-05,2024-06-26,287000.0,19726,141.0,9,OTHER INVALID SALES INDICATED,DE,DEED,40.477348,-79.95764,Central Lawrenceville
3206095,0085A00102000000,"5613 HOWE ST, PITTSBURGH, PA 15232",5613, ,,HOWE,ST,,,PITTSBURGH,PA,15232,47,Pittsburgh,107,7th Ward - PITTSBURGH,2024-07-03,2024-06-26,1092500.0,19725,397.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.45116,-79.93126,Shadyside
3206098,0123N00164000000,"1023 WINTERTON ST, PITTSBURGH, PA 15206",1023, ,,WINTERTON,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,111,11th Ward - PITTSBURGH,2024-07-03,2024-07-02,485000.0,19725,462.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.472591,-79.914086,Highland Park
3206102,0027H00144008200,"166 N DITHRIDGE ST, UNIT 2-H, PITTSBURGH, PA 15213",166, ,N,DITHRIDGE,ST,UNIT,2-H,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2024-07-03,2024-06-20,162500.0,19725,557.0,0,VALID SALE,DE,DEED,40.448709,-79.951211,North Oakland
3206107,0120M00015000000,"1528 TRINITY ST, PITTSBURGH, PA 15206",1528, ,,TRINITY,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,110,10th Ward - PITTSBURGH,2024-07-08,2024-06-21,327000.0,19726,375.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.48519,-79.93291,Stanton Heights
3206112,0026S00151000000,"343 MELWOOD AVE, PITTSBURGH, PA 15213",343, ,,MELWOOD,AVE,,,PITTSBURGH,PA,15213,47,Pittsburgh,105,5th Ward - PITTSBURGH,2024-07-02,2024-06-28,433143.0,19722,216.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.45345,-79.95186,North Oakland
3206114,0175C00145000000,"536 BRUSHTON AVE, PITTSBURGH, PA 15208",536, ,,BRUSHTON,AVE,,,PITTSBURGH,PA,15208,47,Pittsburgh,113,13th Ward - PITTSBURGH,2024-07-02,2024-07-01,786024.0,19722,238.0,H,MULTI-PARCEL SALE,DE,DEED,40.450917,-79.889967,Homewood South
3206122,0080P00291000000,"302 47TH ST, PITTSBURGH, PA 15201",302, ,,47TH,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,2024-06-21,2024-06-01,778000.0,19712,6.0,0,VALID SALE,DE,DEED,40.474576,-79.959103,Central Lawrenceville
3206127,0080H00129000000,"609 52ND ST, PITTSBURGH, PA 15201",609, ,,52ND,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,2024-04-15,2024-03-09,10.0,19637,573.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.478677,-79.95173,Upper Lawrenceville
3206135,0243C00296000000,"1805 ORCHID ST, PITTSBURGH, PA 15207",1805, ,,ORCHID,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,131,31st Ward - PITTSBURGH,2024-04-15,2024-04-02,1.0,19638,233.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.365156,-79.904804,Lincoln Place
3206133,0042G00131000000,"3328 GLEN MAWR ST, PITTSBURGH, PA 15204",3328, ,,GLEN MAWR,ST,,,PITTSBURGH,PA,15204,47,Pittsburgh,120,20th Ward - PITTSBURGH,2024-04-16,2024-03-17,23000.0,19639,227.0,37,ESTATE SALE,SW,SPECIAL WARRANTY,40.45951,-80.05673,Sheraden
3206144,0022M00041000000,"0 BRIGHTON PL, PITTSBURGH, PA 15212",0, ,,BRIGHTON,PL,,,PITTSBURGH,PA,15212,47,Pittsburgh,125,25th Ward - PITTSBURGH,2024-06-27,2024-03-06,200.0,19719,91.0,GV,GOVERNMENT SALE,CO,CORRECTIVE DEED,40.458261,-80.017292,California-Kirkbride
3206145,0056R00195000000,"0 JOHNSTON AVE, PITTSBURGH, PA 15207",0, ,,JOHNSTON,AVE,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,2024-04-17,2024-04-12,15000.0,19641,45.0,16,BUILDING NOT YET ASSESSED,DE,DEED,40.406086,-79.942982,Hazelwood
3206146,0007C00213000000,"1241 WESTERN AVE, PITTSBURGH, PA 15233",1241, ,,WESTERN,AVE,,,PITTSBURGH,PA,15233,47,Pittsburgh,121,21st Ward - PITTSBURGH,2024-04-19,2024-04-05,10.0,19643,568.0,3,LOVE AND AFFECTION SALE,SW,SPECIAL WARRANTY,40.450512,-80.0231,Chateau
3206155,0006K00285000000,"424 CLARENCE ST, PITTSBURGH, PA 15211",424, ,,CLARENCE,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-07-02,2024-06-20,1.0,19723,390.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.436034,-80.025874,Duquesne Heights
3206151,0067L00135000000,"223 MOFFAT ST, CARNEGIE, PA 15106",223, ,,MOFFAT,ST,,,CARNEGIE,PA,15106,47,Pittsburgh,128,28th Ward - PITTSBURGH,2024-04-17,2024-04-04,1.0,19641,297.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.41629,-80.07318,East Carnegie
3206154,0061M00148000000,"0 BALLINGER ST, PITTSBURGH, PA 15210",0, ,,BALLINGER,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,132,32nd Ward - PITTSBURGH,2024-06-27,2024-05-22,74000.0,19719,13.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.398646,-80.001472,Brookline
3206163,0054R00004000000,"4015 COLEMAN ST, PITTSBURGH, PA 15207",4015, ,,COLEMAN,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,2024-07-09,2024-06-24,155000.0,19729,288.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.424809,-79.941018,Greenfield
3206165,0001G00224170400,"151 FORT PITT BLVD, UNIT 1704, PITTSBURGH, PA 15222",151, ,,FORT PITT,BLVD,UNIT,1704,PITTSBURGH,PA,15222,47,Pittsburgh,101,1st Ward  - PITTSBURGH,2024-07-02,2024-06-20,775000.0,19723,550.0,0,VALID SALE,DE,DEED,40.438427,-80.004677,Central Business District
3206180,0060J00076000000,"1657 SAW MILL RUN BLVD, PITTSBURGH, PA 15210",1657, ,,SAW MILL RUN,BLVD,,,PITTSBURGH,PA,15210,47,Pittsburgh,132,32nd Ward - PITTSBURGH,2024-07-11,2024-06-26,1.0,19731,36.0,H,MULTI-PARCEL SALE,FD,FIDUCIARY DEED,40.398963,-79.999737,Carrick
3206173,0011L00045000000,"2323 5TH AVE, PITTSBURGH, PA 15213",2323, ,,5TH,AVE,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2024-07-12,2024-06-28,19000.0,19733,68.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.437726,-79.972026,West Oakland
3206183,0047G00143000000,"2154 HARBOR ST, PITTSBURGH, PA 15212",2154, ,,HARBOR,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,126,26th Ward - PITTSBURGH,2024-07-15,2024-07-11,256000.0,19735,54.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.469011,-79.989445,Spring Hill-City View
3206177,0054F00099000000,"529 SALINE ST, PITTSBURGH, PA 15207",529, ,,SALINE,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-07-15,2024-06-19,1.0,19734,473.0,H,MULTI-PARCEL SALE,FD,FIDUCIARY DEED,40.428615,-79.944508,Greenfield
3206181,0080P00161000000,"174 46TH ST, PITTSBURGH, PA 15201",174, ,,46TH,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,2024-07-12,2024-07-11,128700.0,19733,147.0,9,OTHER INVALID SALES INDICATED,SW,SPECIAL WARRANTY,40.473291,-79.959824,Central Lawrenceville
3206187,0012P00141000000,"0 S 18TH ST, PITTSBURGH, PA 15203",0, ,S,18TH,ST,,,PITTSBURGH,PA,15203,47,Pittsburgh,117,17th Ward - PITTSBURGH,2024-10-11,2024-09-03,7007.0,19829,516.0,1,SHERIFF SALE,SD,SHERIFF DEED,40.431483,-79.972267,South Side Flats
3206175,0096F00180000000,"1413 MERRICK AVE, PITTSBURGH, PA 15226",1413, ,,MERRICK,AVE,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-07-12,2024-07-10,1.0,19733,116.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.389987,-80.009836,Brookline
3206207,0056R00134000000,"217 MANSION ST, PITTSBURGH, PA 15207",217, ,,MANSION,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,2024-10-18,2024-10-11,145000.0,19835,224.0,14,TIME ON MARKET (INSUFF/EXCESS),GW,GENERAL WARRANTY,40.404279,-79.940622,Hazelwood
3206205,0083H00138000000,"752 N SHERIDAN AVE, PITTSBURGH, PA 15206",752, ,N,SHERIDAN,AVE,,,PITTSBURGH,PA,15206,47,Pittsburgh,111,11th Ward - PITTSBURGH,2024-10-17,2024-10-14,361000.0,19834,433.0,0,VALID SALE,DE,DEED,40.46855,-79.91883,East Liberty
3206212,0094A00013000000,"201 MADELINE ST, PITTSBURGH, PA 15210",201, ,,MADELINE,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,2024-10-16,2024-09-30,131000.0,19833,98.0,0,VALID SALE,DE,DEED,40.39369,-79.98264,Carrick
3206215,0086D00014000000,"1520 SHADY AVE, PITTSBURGH, PA 15217",1520, ,,SHADY,AVE,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-10-17,2024-10-09,905000.0,19835,70.0,0,VALID SALE,DE,DEED,40.441133,-79.920048,Squirrel Hill North
3206217,0035R00202000000,"1847 DAGMAR AVE, PITTSBURGH, PA 15216",1847, ,,DAGMAR,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-10-16,2024-10-14,180850.0,19833,199.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.40619,-80.022291,Beechview
3206220,0006S00196000000,"166 OLYMPIA ST, PITTSBURGH, PA 15211",166, ,,OLYMPIA,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2025-01-27,2024-11-11,1.0,19931,173.0,3,LOVE AND AFFECTION SALE,SW,SPECIAL WARRANTY,40.43491,-80.01705,Mount Washington
3206216,0214A00118000000,"401-403 RIDGE AVE, PITTSBURGH, PA 15202",401, -403,,RIDGE,AVE,,,PITTSBURGH,PA,15202,2,Avonworth,804,Ben Avon  ,2024-10-16,2024-10-10,0.0,19833,168.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.450375,-80.014562,Allegheny West
3206224,0001L00002000000,"201 FORT PITT BLVD, PITTSBURGH, PA 15222",201, ,,FORT PITT,BLVD,,,PITTSBURGH,PA,15222,47,Pittsburgh,101,1st Ward  - PITTSBURGH,2024-01-11,2024-01-09,1400000.0,19548,83.0,H,MULTI-PARCEL SALE,DE,DEED,40.438183,-80.003969,Central Business District
3206229,0087A00286000000,"5449 POCUSSET ST, PITTSBURGH, PA 15217",5449, ,,POCUSSET,ST,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-01-16,2024-01-08,10.0,19549,508.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.431047,-79.931546,Squirrel Hill South
3206230,0021P00119000000,"0 CONESTOGA ST, PITTSBURGH, PA 15204",0, ,,CONESTOGA,ST,,,PITTSBURGH,PA,15204,47,Pittsburgh,120,20th Ward - PITTSBURGH,2024-01-16,2024-01-12,8000.0,19550,228.0,36,QUIT CLAIM,QC,QUIT CLAIM,40.453744,-80.044154,Sheraden
3206232,0056B00326000000,"121-129 HAZELWOOD AVE, PITTSBURGH, PA 15207",121, -129,,HAZELWOOD,AVE,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,2024-01-12,2024-01-11,12600.0,19549,9.0,99,CORRECTIVE DEED / DUPLICATE SALE,DE,DEED,40.416543,-79.938118,Hazelwood
3206236,0050M00202000000,"305 N GRAHAM ST, PITTSBURGH, PA 15206",305, ,N,GRAHAM,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,111,11th Ward - PITTSBURGH,2024-01-22,2024-01-16,75000.0,19554,284.0,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.46709,-79.93417,Garfield
3206238,0030A00168000000,"2919 MARY ST, PITTSBURGH, PA 15203",2919, ,,MARY,ST,,,PITTSBURGH,PA,15203,47,Pittsburgh,116,16th Ward - PITTSBURGH,2024-04-17,2024-04-15,272000.0,19641,336.0,0,VALID SALE,DE,DEED,40.423298,-79.966023,South Side Slopes
3206244,0055F00133000A00,"4326 STANLEY ST, PITTSBURGH, PA 15207",4326, ,,STANLEY,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,2024-04-22,2024-04-10,144000.0,19644,473.0,0,VALID SALE,DE,DEED,40.42059,-79.94351,Greenfield
3206247,0004R00084000000,"124 TUSCOLA ST, PITTSBURGH, PA 15211",124, ,,TUSCOLA,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-04-22,2024-04-15,500.0,19645,242.0,36,QUIT CLAIM,QC,QUIT CLAIM,40.42505,-80.00612,Mount Washington
3206243,0086P00132000000,"5653 MUNHALL RD, PITTSBURGH, PA 15217",5653, ,,MUNHALL,RD,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-04-22,2024-04-02,1.0,19644,448.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.433577,-79.925187,Squirrel Hill South
3206245,0124S00036000000,"6706 DEARY ST, PITTSBURGH, PA 15206",6706, ,,DEARY,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,2024-04-22,2024-03-21,30000.0,19645,118.0,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.464802,-79.902328,Lincoln-Lemington-Belmar
3206254,0049N00317000000,"3630 MINTWOOD ST, PITTSBURGH, PA 15201",3630, ,,MINTWOOD,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,2024-04-25,2024-04-16,490000.0,19649,157.0,0,VALID SALE,DE,DEED,40.463256,-79.963004,Lower Lawrenceville
3206252,0124A00041000000,"6348-6350 JACKSON ST, PITTSBURGH, PA 15206",6348, -6350,,JACKSON,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,111,11th Ward - PITTSBURGH,2024-04-22,2024-04-11,450000.0,19646,62.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.471038,-79.919606,Highland Park
3206257,0034J00094000000,"514 SOUTHCREST DR, PITTSBURGH, PA 15226",514, ,,SOUTHCREST,DR,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-04-25,2024-04-09,339000.0,19649,194.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.4073,-80.01461,Brookline
3206256,0024C00007000000,"1301 ITIN ST, PITTSBURGH, PA 15212",1301, ,,ITIN,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,124,24th Ward - PITTSBURGH,2024-04-24,2024-03-11,1.0,19647,42.0,3,LOVE AND AFFECTION SALE,GW,GENERAL WARRANTY,40.46237,-79.99076,Spring Hill-City View
3206258,0086R00105000000,"2000-2034 MURRAY AVE, PITTSBURGH, PA 15217",2000, -2034,,MURRAY,AVE,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-04-25,2024-02-15,10.0,19649,208.0,H,MULTI-PARCEL SALE,DE,DEED,40.431479,-79.923255,Squirrel Hill South
3206262,0029C00273000300,"3266 WARD ST, UNIT 3, PITTSBURGH, PA 15213",3266, ,,WARD,ST,UNIT,3,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2024-04-24,2024-04-18,190000.0,19647,189.0,0,VALID SALE,DE,DEED,40.432811,-79.954698,South Oakland
3206264,0097M00224000000,"1117 WOODBOURNE AVE, PITTSBURGH, PA 15226",1117, ,,WOODBOURNE,AVE,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-04-24,2024-04-09,235000.0,19647,495.0,0,VALID SALE,DE,DEED,40.38922,-80.01669,Brookline
3206276,0061L00001000000,"53 HALLOWELL ST, PITTSBURGH, PA 15210",53, ,,HALLOWELL,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,132,32nd Ward - PITTSBURGH,2024-07-15,2024-07-02,92500.0,19736,59.0,0,VALID SALE,DE,DEED,40.39931,-80.00413,Brookline
3206271,0001H00327200300,"306 4TH AVE, UNIT 2003, PITTSBURGH, PA 15222",306, ,,4TH,AVE,UNIT,2003,PITTSBURGH,PA,15222,47,Pittsburgh,101,1st Ward  - PITTSBURGH,2024-07-11,2024-06-28,0.0,19731,286.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.439129,-80.001178,Central Business District
3206282,0040G00067000000,"1565 CLAIRTONICA ST, PITTSBURGH, PA 15205",1565, ,,CLAIRTONICA,ST,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,2024-07-16,2024-07-05,271219.0,19736,249.0,9,OTHER INVALID SALES INDICATED,SW,SPECIAL WARRANTY,40.439471,-80.0576,Crafton Heights
3206292,0121L00160000000,"19541/2 ANTIETAM ST, PITTSBURGH, PA 15206",1954, 1/2,,ANTIETAM,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,110,10th Ward - PITTSBURGH,2024-07-16,2024-07-15,110000.0,19736,518.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.485352,-79.92361,Morningside
3206304,0160M00047000000,"59 N EUCLID AVE, PITTSBURGH, PA 15202",59, ,N,EUCLID,AVE,,,PITTSBURGH,PA,15202,29,Northgate,803,Bellevue  ,2024-10-22,2024-10-15,1.0,19838,359.0,3,LOVE AND AFFECTION SALE,QC,QUIT CLAIM,40.462979,-79.927506,East Liberty
3206317,0107M00081000000,"2133 MAZETTE PL, PITTSBURGH, PA 15205",2133, ,,MAZETTE,PL,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,2024-10-23,2024-10-18,100000.0,19840,116.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.44574,-80.08445,Fairywood
3206320,0124P00089000000,"522 PAULSON AVE, PITTSBURGH, PA 15206",522, ,,PAULSON,AVE,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,2024-10-23,2024-10-18,73000.0,19840,182.0,9,OTHER INVALID SALES INDICATED,SW,SPECIAL WARRANTY,40.463559,-79.911627,Larimer
3206323,0006F00044000000,"1719 GREENLEAF ST, PITTSBURGH, PA 15211",1719, ,,GREENLEAF,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-10-22,2024-10-09,250000.0,19839,340.0,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.438891,-80.027536,Duquesne Heights
3206328,0049J00274000000,"257 38TH ST, PITTSBURGH, PA 15201",257, ,,38TH,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,2025-01-29,2024-11-22,372000.0,19935,129.0,DT,DATE OF TRANSFER (RECORD YR <> SALE YR),DE,DEED,40.46558,-79.96246,Lower Lawrenceville
3206334,0080D00376000000,"5253 DUNCAN ST, PITTSBURGH, PA 15201",5253, ,,DUNCAN,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,2024-04-05,2024-04-03,320000.0,19629,283.0,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.479717,-79.950405,Upper Lawrenceville
3206332,0097C00104000000,"718 WOODBOURNE AVE, PITTSBURGH, PA 15226",718, ,,WOODBOURNE,AVE,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-04-05,2024-04-02,291500.0,19630,158.0,0,VALID SALE,DE,DEED,40.393044,-80.022706,Brookline
3206339,0014F00351000000,"826 FREELAND ST, PITTSBURGH, PA 15210",826, ,,FREELAND,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2024-01-22,2024-01-09,1.0,19554,402.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.419033,-79.992599,Allentown
3206340,0022M00022000000,"1527-1529 MCCULLOUGH ST, PITTSBURGH, PA 15212",1527, -1529,,MCCULLOUGH,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,125,25th Ward - PITTSBURGH,2024-01-18,2024-01-12,1.0,19552,163.0,3,LOVE AND AFFECTION SALE,CF,CONFIRMATORY DEED,40.4575,-80.0167,California-Kirkbride
3206361,0052B00098030300,"5 BAYARD RD, UNIT 303, PITTSBURGH, PA 15213",5, ,,BAYARD,RD,UNIT,303,PITTSBURGH,PA,15213,47,Pittsburgh,107,7th Ward - PITTSBURGH,2024-04-25,2024-03-02,320000.0,19650,119.0,H,MULTI-PARCEL SALE,DE,DEED,40.452582,-79.942335,Shadyside
3206370,0174F00160000000,"7230 MONTICELLO ST, PITTSBURGH, PA 15208",7230, ,,MONTICELLO,ST,,,PITTSBURGH,PA,15208,47,Pittsburgh,113,13th Ward - PITTSBURGH,2024-04-29,2024-04-26,35000.0,19652,260.0,9,OTHER INVALID SALES INDICATED,SW,SPECIAL WARRANTY,40.459014,-79.89414,Homewood North
3206377,0080D00061000000,"5253 CARNEGIE ST, PITTSBURGH, PA 15201",5253, ,,CARNEGIE,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,2024-04-26,2024-02-20,1.0,19651,33.0,3,LOVE AND AFFECTION SALE,SW,SPECIAL WARRANTY,40.481405,-79.952504,Upper Lawrenceville
3206378,0124M00312000000,"6732 HEDGE ST, PITTSBURGH, PA 15206",6732, ,,HEDGE,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,2024-04-26,2024-04-26,0.0,19651,117.0,3,LOVE AND AFFECTION SALE,QC,QUIT CLAIM,40.46619,-79.90086,Lincoln-Lemington-Belmar
3206379,0019R00042000000,"1145 MCCARTNEY ST, PITTSBURGH, PA 15220",1145, ,,MCCARTNEY,ST,,,PITTSBURGH,PA,15220,47,Pittsburgh,120,20th Ward - PITTSBURGH,2024-04-26,2024-04-26,1.0,19651,121.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.43568,-80.03831,Westwood
3206385,0022K00105000000,"1414 JUNIATA ST, PITTSBURGH, PA 15233",1414, ,,JUNIATA,ST,,,PITTSBURGH,PA,15233,47,Pittsburgh,121,21st Ward - PITTSBURGH,2024-04-26,2024-04-25,415000.0,19651,131.0,H,MULTI-PARCEL SALE,DE,DEED,40.456865,-80.027779,Manchester
3206388,0095C00161000000,"112 W WOODFORD AVE, PITTSBURGH, PA 15210",112, ,W,WOODFORD,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,2024-04-30,2024-03-18,195000.0,19653,499.0,9,OTHER INVALID SALES INDICATED,DE,DEED,40.39344,-79.98842,Carrick
3206394,0135M00046000A00,"702 GANGES WAY, PITTSBURGH, PA 15207",702, ,,GANGES,WAY,,,PITTSBURGH,PA,15207,47,Pittsburgh,131,31st Ward - PITTSBURGH,2024-07-16,2024-07-12,44000.0,19737,182.0,0,VALID SALE,DE,DEED,40.37948,-79.935346,Hays
